Unnamed: 0,PAYMENT TRANSACTIONS,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,CASH WITHDRAWAL,Unnamed: 22,Unnamed: 23,Unnamed: 24
,RBI Operated,,,,NPCI Operated,,,,,,,,,,,,,,,,,,,
,RTGS,,NEFT,,AePS,,UPI,,IMPS,,NACH Credit,,NACH Debit,,NETC,,BBPS,,CTS,,NFS (through ATMs),,AePS (through micro-ATMs / BCs),
,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val
"August 21, 2020",5.24317,311733.316996568,82.38489,73075.5,0.79,11.44,548.43,9893.06,82.84,7745.89,75.33,2577.48,47.87,1870.01,34.44,60.08,7.37,138.84,21.17,19706.52,99.98,3862.16,27.94,658.82
"August 22, 2020",h,h,10.21699,5101.5537123,0.5700000000000001,8.52,498.88,7381.02,67.47,5378.04,h,h,h,h,31.01,57.9,5.92,100.95,h,h,87.03,3192.95,21.38,502
"August 23, 2020",h,h,6.25805,2309.2606186599996,0.4,5.74,468.13,6217.56,55.33,3644.85,h,h,h,h,28.52,54.61,5.18,73.66,h,h,65.25,2260.14,14.87,334.13
"August 24, 2020",6.58593,333928.27282126603,98.74547,83752.095239975,0.74,10.92,551.02,10572.5,85.94,8463.53,133.17,5014.34,22.95,1804.59,32.16,53.43,8.23,169.5,29.89,23171.94,101.39,3984.09,28.8,686.18
"August 25, 2020",5.64791,298166.458383354,84.34695,84795.3,0.6900000000000001,10.719999999999999,561.84,10383.43,84.25,8235.26,51.54,6865.6,21.88,2325.35,32.84,57.39,7.68,152.97,26.98,22412.89,95.73,3779.8,26.57,636.11
"August 26, 2020",5.4014,325631.800812869,86.74732,72173.297100362,0.5900000000000001,8.96,552.49,10182.13,84.69,8089.01,143.62,3671.42,8.09,1089.32,34.52,60.68,6.99,140.48,23.87,19756.72,95.62,3745.77,22.55,536.68
"August 27, 2020",5.04637,345737.453810213,78.45805,91501.50672932199,0.7100000000000001,10.98,544.74,10028.61,82.46,7961.93,64.8,2863.91,15.6,1478.1,34.86,62.11,7.32,149.25,21.36,18211.04,91.66,3640.59,26.03,613.31
"August 28, 2020",5.64489,438112.218053097,99.63776,104857.681658769,0.68,10.14,549.31,10209.71,84.46,8356.87,62.82,4628.82,54.77,2419.75,36.28,62.93,6.33,129.3,21.91,18726.63,97.05,3876.2,24.44,579.28
"August 29, 2020",3.6337,106150.578032442,55.41864,52715.93864,0.64,9.88,545.21,9725.31,79.38,7460.01,52.67,2353.4300000000003,7.28,1001.77,36.15,62.61,5.62,102.82,16.59,19131.93,94.56,3755.03,22.87,540.63
"August 30, 2020",h,h,7.16762,3005.022475402,0.4,5.859999999999999,493.79,6981.95,61.84,4558.37,h,h,h,h,32.19,59.97,4.3,64.84,h,h,73.08,2617.98,14.02,320.15
"August 31, 2020",5.924,548654.7396061469,144.05671,135291.740557796,0.74,11.35,586.69,13211.82,99.18,11166.77,104.55000000000001,6286.56,7.55,1161.85,34.11,58.11,6.32,130.7,20.26,17894,104.09,4380,25.26,601.84
Total August 2020,116.77166000000001,7292379.696942343,2346.0947299999993,1930552.3798594142,20.349999999999998,299.44999999999993,16188.270000000002,298307.62,2461.24,235137.00000000003,2971.6499999999996,92839.70999999998,791.8,66828.15000000001,968.32,1712.59,212.11,3782.47,519.7300000000001,425251.6100000001,2976.6899999999996,121710.90999999999,814.3,19512.860000000004
,,,,,,,,,,,,,,,,,,,,,,,,
Note:,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
i,The data published is only for RBI and NPCI operated systems.,,,,,,,,,,,,,,,,,,,,,,,
ii,RTGS data includes only Customer and Interbank transactions.,,,,,,,,,,,,,,,,,,,,,,,
iii,AePS data under Payment transactions include AePS Fund Transfers and BHIM Aadhaar Pay transactions.,,,,,,,,,,,,,,,,,,,,,,,
iv,UPI data includes BHIM-UPI and USSD transactions.,,,,,,,,,,,,,,,,,,,,,,,
v,NACH Credit data includes Aadhaar Payment Bridge System (APBS) transactions.,,,,,,,,,,,,,,,,,,,,,,,
vi,NETC figures are for FASTags linked with all instruments and hence would be different from monthly bulletin which only includes NETC linked to bank accounts,,,,,,,,,,,,,,,,,,,,,,,
vii,BBPS data is not included in the monthly bulletin as the data is captured under other systems. ,,,,,,,,,,,,,,,,,,,,,,,
viii,"For complete data on Payment System Indicators, please refer to RBI Bulletin – Table 43 published on a monthly basis.",,,,,,,,,,,,,,,,,,,,,,,
ix,h: holiday,,,,,,,,,,,,,,,,,,,,,,,
