Unnamed: 0,PAYMENT TRANSACTIONS,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,CASH WITHDRAWAL,Unnamed: 34,Unnamed: 35,Unnamed: 36,Settlement Systems,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,RBI Operated,,,,NPCI Operated,,,,,,,,,,,,,,,,Card Network Operated,,,,,,,,,,,,NPCI Operated,,,,CCIL Operated,,,,,
,RTGS,,NEFT,,AePS,,UPI,,IMPS,,NACH Credit,,NACH Debit,,NETC,,BBPS,,CTS,,Credit Card,,,,Debit Card,,,,Prepaid Payment Instruments (PPIs) Card,,,,NFS (through ATMs),,AePS (through micro-ATMs / BCs),,Government Securities Clearing,,Forex Clearing,,Rupee Derivatives (for all deals matched during the day),
,,,,,,,,,,,,,,,,,,,,,at PoS,,at e-Commerce,,at PoS,,at e-Commerce,,at PoS,,at e-Commerce,,,,,,,,,,,
,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val
2022-08-01 00:00:00,8.20099,596699.989288859,270.49902,143815.192793239,0.33,11.24,2171.27,43568.17,176.56,20191.65,75.73,4373.02,25.71,3184.42,80.39,131.23,27.13,474.46,23.37,23864.21,46.94214,1596.4612392,45.64987,2924.2349667,83.48004,1713.2049125,46.27102,947.2853922,2.34524,65.5095689,4.44771,142.59171759999998,121.94,5427.8,23.24,651.23,0.07368,697124.8859999999,0.11035,315098.37,0.00484,29850
2022-08-02 00:00:00,7.43612,491258.503812287,161.69229,106501.610176735,0.32,10.879999999999999,2231.53,42085.99,167.16,17965.86,141.78,5908.960000000001,131.4,7256.32,79.46,131.86,29.44,515.67,23.5,24647.3,27.13205,971.7371359,30.44435,2088.7554966,56.85724,1111.1063791,31.669420000000002,656.0707803,2.2310000000000003,66.88057509999999,3.6728599999999996,146.2832498,118.36,5237.7,25.51,713.57,0.07307,652864.267,0.108805,319878.68000000005,0.00489,31375
2022-08-03 00:00:00,7.21302,450401.374707172,156.84064,98578.13244525,0.42000000000000004,13.260000000000002,2115.76,38693.87,149.97,16649.28,127.02000000000001,4303.15,50.04,3439.78,86.02,140.58,29.01,491.72,22.74,23483.77,27.90875,1012.0756233,32.29605,2148.5687961,58.17595,1220.0850755,32.135960000000004,660.7001266999999,2.45073,73.31859109999999,5.10731,167.1336744,116.29,5019.41,26.18,727.12,0.0788,666358.0190182,0.09383,264539.92,0.00462,27290
2022-08-04 00:00:00,7.23371,423603.11686815403,154.73257,108259.603079577,0.61,18.36,2168.76,40079.82,162.43,17231.52,176.97,4002.83,26.29,3820.41,85.14,140.11,29.23,526.34,23.27,23148.97,27.89237,1028.5917390999998,31.569570000000002,2109.4553152999997,55.78903,1149.3585398,30.70371,638.4589607,2.50365,74.6123579,4.2911,152.39878149999998,112.49,4801.23,27.49,754.16,0.05751,649648.405,0.105635,287699.11000000004,0.00608,40200
2022-08-05 00:00:00,7.23768,538079.409717647,176.83979,110839.77831511699,0.6900000000000001,19.240000000000002,2048.27,35859.8,158.41,16110.99,124.5,3140.3900000000003,153.31,14871.73,84.33,139.22,28.83,560.19,23.31,22862.96,26.9486,983.1255669,33.51538,2311.9504407,55.71659,1097.8708422,33.21734,672.0174157,2.5644400000000003,77.53496410000001,4.91344,176.3338894,114.14,4787.52,24.94,663.98,0.07172,668323.325,0.10106,271411.29,0.00649,41905
2022-08-06 00:00:00,6.02086,204992.96303546798,158.3053,78659.524672772,0.51,14.82,2254.73,39064.52,160.11,15382.76,133.14000000000001,4734.46,30.41,2979.63,90.87,142.07,29.18,514.31,21.44,20826.24,29.83954,990.2178363,27.249409999999997,1706.8373215000001,54.597629999999995,1101.714228,24.636300000000002,476.56655309999996,3.39372,83.27551720000001,4.54037,136.2180402,123.61,5336.96,26.45,724.93,0.00127,6765.95,0,0,0,0
