Unnamed: 0,PAYMENT TRANSACTIONS,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,CASH WITHDRAWAL,Unnamed: 28,Unnamed: 29,Unnamed: 30,Settlement Systems,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,RBI Operated,,,,NPCI Operated,,,,,,,,,,,,,,,,Card Network Operated,,,,,,NPCI Operated,,,,CCIL Operated,,,,,
,RTGS,,NEFT,,AePS,,UPI,,IMPS,,NACH Credit,,NACH Debit,,NETC,,BBPS,,CTS,,Credit Card (At PoS and e-Commerce),,Debit Card (At PoS and e-Commerce),,Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce),,NFS (through ATMs),,AePS (through micro-ATMs / BCs),,Government Securities Clearing,,Forex Clearing,,Rupee Derivatives (for all deals matched during the day),
,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val
2021-08-11 00:00:00,6.80555,413252.097247996,133.81954,81649.02736436,0.92,19.509999999999998,1218.33,23627.85,133.85,11955.11,74.2,2819.8,20.59,2001.43,64.3,99.52,22.1,389.83,25.73,23046.34,37.89625,1645.2291785,95.71187,1792.8234733,5.22666,126.9014895,121.72,5080.68,54.25,1324.43,0.04415,473341.578,0.057775,166681.06,0.00251,14400
2021-08-12 00:00:00,6.75621,476627.215940627,128.25836,81455.83243584301,0.8300000000000001,18.04,1187.33,22704.03,126.2,11126.2,71.50999999999999,4397.3,16.54,2023.7,65.5,102.71,21.89,386.88,24.7,22651.68,46.85547,2177.7108908,98.61238999999999,1843.6259811999998,5.52042,144.61256120000002,112.49,4631.38,45.03,1114.27,0.04005,477166.385,0.08213,196308.74000000002,0.00179,8080
2021-08-13 00:00:00,7.28789,659955.9115283741,115.9468,96104.575776189,0.8,18.03,1152.84,20953.57,122.33,10652.83,107.41000000000001,4867.45,9.12,1636.57,66.56,103.59,21.41,380.97,24.17,22439.96,33.2371,1269.2030893,81.23061000000001,1472.4103775,4.54504,102.24378399999999,111.44,4516.95,42.02,1074.62,0.04503,495961.163,0.068855,165202.94,0.00238,11600
2021-08-14 00:00:00,1.0705,8850.677515732,33.83222,12709.422733335,0.79,18.169999999999998,1147.81,19317.55,115.59,9348.34,33.11,743.6600000000001,3.67,254.74,70.19,106.03,19.95,305.31,h,h,41.926429999999996,1523.0511141000002,95.29611,1749.8000955,5.38364,98.5555539,112.49,4531.36,38.86,979.7,h,h,h,h,h,h
2021-08-15 00:00:00,0.28472,2202.225507611,23.4544,4309.827641289,0.54,10.85,1062.92,14679.03,97.38,6216.67,4.46,192.44,33.64,3273.83,65.36,100.64,16.56,212.76,h,h,36.66301,1107.2057260000001,77.10956,1292.1961185,4.70036,62.996298800000005,90.79,3281.12,26.62,623.35,h,h,h,h,h,h
2021-08-16 00:00:00,7.13379,165356.505589268,122.5337,76543.989686374,0.75,17.72,1137.05,21637.92,125.16,10937.6,31.14,1715.82,42.33,3573.79,61.54,90.91,23.16,433.73,27.43,23439.56,26.184350000000002,1195.6391914,76.62886,1329.1496594,4.21104,61.0036619,107.35,4322.2,40.28,1013.64,h,h,h,h,h,h
2021-08-17 00:00:00,8.11014,573477.008864338,120.24029,106196.961371557,0.8400000000000001,19.13,1145.32,21311.21,123,10914.18,42.209999999999994,2694.92,14.57,1815.98,62.1,95.72,22.55,419.98,34.23,29426.51,95.35145,3581.1440448000003,157.37301,3100.2434569,5.48539,87.6363939,105.08,4244.14,38.22,982.8,0.04962,538699.29,0.073795,229716.03000000003,0.00319,19900
2021-08-18 00:00:00,7.55104,492797.05938586796,131.16035,107105.09124064,0.78,16.689999999999998,1141.79,21660.34,122,10764.7,36.84,2595.74,17.64,2504.24,64.75,98.83,21.51,414.3,27.29,25170.37,47.662980000000005,2638.7663095,95.72373999999999,1790.7724966,5.540899999999999,146.9103472,107.92,4349.41,34.1,878.33,0.04932,540868.294,0.06302,193524.82,0.00304,15020
2021-08-19 00:00:00,5.83344,130089.10872876999,113.82734,65267.625419197,0.8200000000000001,19.36,1148.7,20696.02,121.75,10104.67,77.61,2405.1400000000003,4.63,964.26,67.47,103.02,20.33,392.27,18.39,17678.61,31.060080000000003,1482.2653029,78.20795000000001,1371.2672337000001,5.430809999999999,114.02434879999998,108.73,4326.43,37.4,945.87,h,h,h,h,h,h
2021-08-20 00:00:00,4.13781,456538.86522019404,81.1264,71184.88890625401,0.92,20.62,1115.08,18706.14,121.12,9382.72,43.26,2428.83,27.55,3327.08,67.66,102.86,19.39,353.51,11.78,10278.27,59.89447,2337.0947395,115.9744,2220.9955806,6.254100000000001,80.8727701,106.09,4072.64,36.4,900.09,0.05623,558713.532,0.06634,185097.44999999998,0.00329,16120
2021-08-21 00:00:00,6.02422,152180.23365466998,77.37292,49997.192543843,1.03,22.04,1173.5,19530.45,123.34,9518.31,23.689999999999998,2134.38,15.7,1818.18,69.38,101.94,18.33,308.15,27.03,24559.42,16.542160000000003,654.1388435,54.09119999999999,846.2777463999998,5.19111,47.388936799999996,119.62,4584.69,42.39,997.33,0.00122,6041.7,0,0,0,0
2021-08-22 00:00:00,0.28728,2589.463540672,19.69269,4198.664387166001,0.68,13.040000000000001,1060.53,13242.53,94.05,5428,2.7800000000000002,275.79,7.9,392.18,67.23,95.56,13.96,177.64,h,h,57.06953,1734.4561497,102.86258,1640.8772368999998,6.39821,97.9505841,106.53,3375.96,25.09,529.15,h,h,h,h,h,h
