Unnamed: 0,PAYMENT TRANSACTIONS,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,CASH WITHDRAWAL,Unnamed: 34,Unnamed: 35,Unnamed: 36,Settlement Systems,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,RBI Operated,,,,NPCI Operated,,,,,,,,,,,,,,,,Card Network Operated,,,,,,,,,,,,NPCI Operated,,,,CCIL Operated,,,,,
,RTGS,,NEFT,,AePS,,UPI,,IMPS,,NACH Credit,,NACH Debit,,NETC,,BBPS,,CTS,,Credit Card,,,,Debit Card,,,,Prepaid Payment Instruments (PPIs) Card,,,,NFS (through ATMs),,AePS (through micro-ATMs / BCs),,Government Securities Clearing,,Forex Clearing,,Rupee Derivatives (for all deals matched during the day),
,,,,,,,,,,,,,,,,,,,,,at PoS,,at e-Commerce,,at PoS,,at e-Commerce,,at PoS,,at e-Commerce,,,,,,,,,,,
,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val
2023-02-01 00:00:00,8.50556,582286.792109446,293.56561,151958.58399201298,0.30000000000000004,15.65,2889.81,58075.13,186.95,23409.97,193.51264,11936.695815673014,28.37979,3684.5170049270073,100.51,168.55,34.59,510.22,23.25,26630.65,29.78574,1160.3194898,35.90927,2713.7103625,45.993249999999996,999.6303134,24.89802,601.8757555999999,0.9766499999999999,20.742466099999998,2.45288,51.7695332,124.67,5795.360000000001,34.1,1031.01,0.06227,730850.158,0.117525,331407.71,0.00475,25565
2023-02-02 00:00:00,8.22811,579472.611932695,176.89379,116752.806154975,0.30000000000000004,14.879999999999999,2804.49,53349.07,180.3,21152.53,169.11887000000002,7311.996663536992,130.36408,7575.961500635997,97.99,163.07,35.35,547.13,22.7,25686.67,31.149399999999996,1224.8092779,39.85767,3485.1777033999997,48.670460000000006,1056.8518715,27.601730000000003,679.2434197,0.97422,21.4707626,2.46052,51.5506031,121.71,5585.43,32.68,972.77,0.09143,767854.855,0.131685,349575.14,0.00678,41376.559
2023-02-03 00:00:00,8.25368,592482.811220167,198.57792,116718.10793453502,0.28,13.510000000000002,2742.31,48928.42,169.13,19281.87,192.3791,12726.676667280011,81.31299,5024.710754806996,100.99,166.85,34.6,525.3,21.52,24242.48,31.81993,1247.450775,39.049099999999996,2725.7879843,48.699290000000005,1068.1636638,26.87026,616.0314746,1.00944,22.512723899999997,1.63588,51.2398857,118.06,5245.76,32.29,942.93,0.07487,762594.56395,0.114695,267992.92,0.00633,48695.435
2023-02-04 00:00:00,6.87047,186856.623616889,155.29994,77998.41486217099,0.26,12.139999999999999,2835.93,50154.95,175.81,18618.85,150.49758,5254.401545729012,26.45752,4264.149994720005,104.94,168.37,34.17,523.03,22.82,23319.09,31.638579999999997,1133.3317667000001,24.29558,1671.3923317,47.35538,1017.9202908999999,17.918499999999998,378.1860626,1.2882500000000001,25.7604147,1.53684,47.3128237,125.69,5575.07,28.4,807.98,0.00124,8066.2,0,0,0,0
2023-02-05 00:00:00,0.67661,6662.6979982269995,74.09523,11667.337593161,0.31,11.9,2724.5,39708.7,152,12129,3.74304,409.620985896,157.76581,15672.546275899018,108.4,169.2,31.6,429.1,h,h,31.97186,1051.0177075000001,37.77257,1806.9238435,43.2472,933.3823255,19.6514,421.8741887,1.22452,13.7493071,1.58541,31.5529626,113,4575.7,31.6,833.7,h,h,h,h,h,h
2023-02-06 00:00:00,9.107,608496.8299776469,196.21915,127546.900147677,0.33,14.6,2721.49,49382.48,171.88,19665.54,109.99158,3372.385341976002,62.76248,4288.399223253999,96.54,152.01,37.81,614.02,26.74,24623.04,50.59847,1903.1000434,52.566159999999996,3572.1912368000003,71.41435,1581.3754172,37.64284,788.7868836,1.20475,24.7832377,1.8229100000000003,53.2774892,118.94,5188.4,37.68,1053.95,0.06293,773066.946,0.122925,292073.66,0.0079,49070
2023-02-07 00:00:00,8.71195,499954.118543428,232.49859,124610.205101012,0.32,13.8,2802.3,51094.93,170.90565,19528.6627194,103.83049,6513.743974179007,73.20221,7083.7889130019985,98.45,159.53,37.67,662.14,25.76,25917.04,31.05777,1188.6679734,36.97158,2610.6342735999997,47.6998,1009.5262099,24.63176,572.9712865,1.1625800000000002,25.109787100000002,1.93161,65.30671739999998,121.18,5367.17,32.83,947.07,0.06338,758179.442,0.12685,274449.38,0.00649,67715
