Unnamed: 0,PAYMENT TRANSACTIONS,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,CASH WITHDRAWAL,Unnamed: 34,Unnamed: 35,Unnamed: 36,Settlement Systems,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,RBI Operated,,,,NPCI Operated,,,,,,,,,,,,,,,,Card Network Operated,,,,,,,,,,,,NPCI Operated,,,,CCIL Operated,,,,,
,RTGS,,NEFT,,AePS,,UPI,,IMPS,,NACH Credit,,NACH Debit,,NETC,,BBPS,,CTS,,Credit Card,,,,Debit Card,,,,Prepaid Payment Instruments (PPIs) Card,,,,NFS (through ATMs),,AePS (through micro-ATMs / BCs),,Government Securities Clearing,,Forex Clearing,,Rupee Derivatives (for all deals matched during the day),
,,,,,,,,,,,,,,,,,,,,,at PoS,,at e-Commerce,,at PoS,,at e-Commerce,,at PoS,,at e-Commerce,,,,,,,,,,,
,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val
2023-11-01 00:00:00,9.43829,614450.872810271,370.97079,164336.113207364,0.26,13.219999999999999,4054.29,75460.87,190.83,25401.44,87.87,5967.0199999999995,34.82,4470.81,99.56,185.55,43.03,916.54,23.78,28029.94,33.69017,1531.2509792,44.61255,4001.8335681000003,39.08621,1001.1109577999999,17.88533,659.5070192999999,0.87215,14.7164223,1.05793,48.281035100000004,125.2,5831.32,30.87,891.48,0.05175,639676.1240000001,0.08921,316063.2299999999,0.00273,22860
2023-11-02 00:00:00,9.11413,624828.327931707,247.141,138716.915594551,0.28,14.36,3938.85,69440.58,178.21,22452.32,97.75,5030.25,141.45,8715.47,101.98,185.33,44.79,948.61,23.42,26512.34,32.196600000000004,1486.6181043000001,43.83676,4264.433121800001,39.25797000000001,987.2194329,17.81316,604.6553792999999,0.8526800000000001,15.4332137,1.1172600000000001,50.4872008,117.28,5478.2,29.09,848.04,0.05045,654378.283,0.089955,346445.73,0.00646,32865
2023-11-03 00:00:00,9.25829,554563.797321482,246.70546,133963.547200058,0.29000000000000004,14.08,3901.06,65932.18,172.13,21357.5,91.83,4512.99,111.79,7422.87,104.21,189.08,45.25,943.75,21.93,25991.13,33.05229,1529.6053335000001,43.747310000000006,3702.0796431,39.425799999999995,995.8394129000001,18.111980000000003,585.7590272,0.85396,15.503793,0.99134,42.8243354,113.04,5169.38,29.92,858.59,0.06462,670642.298,0.08553,338716.06,0.00549,29265
2023-11-04 00:00:00,7.71825,192112.316033587,218.22083,89253.207002596,0.29000000000000004,13.9,3994.62,67589.37,170.62,21007.13,65.2,3660.47,34.36,5276.23,110.55,193.6,43.18,914.51,22.97,24510.34,32.8533,1468.4522894,35.368970000000004,2815.5773679999998,37.32418,1010.569658,13.858669999999998,431.2441056,1.02186,18.2347301,1.06823,51.1495383,117.02,5391.75,28.72,827.44,0.00114,6165.36,0,0,0,0
2023-11-05 00:00:00,0.97226,8965.143001091,118.63879,18831.476194194,0.28,12.200000000000001,3980.92,55497.82,154.87,14021.41,1.21,241.87,187.73,19566.6,107.19,189.62,39.65,774.86,h,h,35.0835,1474.3296259999997,34.753479999999996,2077.3768876,37.88679,1019.3243406,12.97214,345.02480399999996,1.0752899999999999,18.543315200000002,0.88035,30.053300200000002,113,4790.32,25.45,687.13,h,h,h,h,h,h
2023-11-06 00:00:00,10.43801,619859.684449945,256.45393,143802.49680111298,0.32,14.2,3887.21,68024.65,174.54,22104.56,197.01999999999998,9214.47,65.17,5629.12,99.89,174.22,48.94,1106.68,28.57,27120.56,54.978989999999996,2504.2911884000005,64.40598,5067.1684162,56.64063,1546.3846483,24.98006,718.4113417,1.02569,19.494696700000002,0.91944,34.875819299999996,115.57,5249.56,32.22,921.19,0.06318,659009.021786,0.08003,285271.71,0.00516,37730
